,0
2025-01-13,1.3332662494880314
2025-01-14,0.08888420743547415
2025-01-15,0.04445442983081595
2025-01-16,0.40000133572219176
2025-01-17,0.31106152619669614
2025-01-20,0.17778316994517485
2025-01-21,0.04448634003214684
2025-01-22,7.103123818294645e-06
2025-01-23,0.7111216129602361
2025-01-24,3.89638579635491e-06
2025-01-27,0.4000016784399233
2025-01-28,0.400001136433409
2025-01-29,3.2840268048325873e-06
2025-01-30,2.7915467370346075e-06
2025-01-31,0.40000185305139957
2025-02-03,0.40000198377721585
2025-02-04,2.0350164944791605e-06
2025-02-05,0.4000004188518352
2025-02-06,1.0309935912777975e-06
2025-02-07,1.2748079700028214e-06
2025-02-10,1.2797620451056537e-06
2025-02-11,0.40000098099551384
2025-02-12,1.4124291968448038e-06
2025-02-13,1.4690768649250383e-06
2025-02-14,1.5964801890496786e-06
2025-02-17,1.3226938881220571e-06
2025-02-18,1.2653746077952596e-06
2025-02-19,0.40000311866122984
2025-02-20,1.914343895544017e-06
2025-02-21,1.7945118456373828e-06
2025-02-24,0.3999989412818576
2025-02-25,1.0990227427548956e-06
2025-02-26,8.746607423733412e-07
2025-02-27,0.4000003842505043
2025-02-28,1.684313889899157e-06
2025-03-03,0.4000014383403828
2025-03-04,1.4934914119185054e-06
2025-03-05,1.6088206455441153e-06
2025-03-06,1.0949040639002577e-06
2025-03-07,1.4686457247826092e-06
2025-03-10,1.2178523681002394e-06
2025-03-11,1.3490580540571354e-06
2025-03-12,9.874163464629228e-07
2025-03-13,1.2797732076887842e-06
2025-03-14,0.40000102463411646
2025-03-17,1.4932976710378498e-06
2025-03-18,1.146569429966996e-06
2025-03-19,0.4000028176424263
2025-03-20,0.4000001490182261
2025-03-21,1.0137734586674033e-06
2025-03-24,0.39999654293650944
2025-03-25,9.78579522650232e-07
2025-03-26,2.1387991732116803e-06
2025-03-27,7.782811904120344e-07
2025-03-28,1.1152742682598163e-06
2025-03-31,5.643389807691691e-07
2025-04-01,4.906374864961851e-07
2025-04-02,4.6103150944112244e-07
2025-04-03,5.908234154601619e-07
2025-04-04,5.765178876790533e-07
2025-04-07,7.896380496701435e-07
2025-04-08,0.39999916115370676
2025-04-09,1.1587064577947512e-06
2025-04-10,0.39999994863907107
2025-04-11,0.40000034203231233
2025-04-14,1.0850153679286822e-06
2025-04-15,7.680980578268374e-07
2025-04-16,0.3999995097783661
2025-04-17,0.7999970483789749
2025-04-18,0.40000062721444496
2025-04-21,0.4000022340715248
2025-04-22,2.0698702526470865e-06
2025-04-23,0.4000007236039852
2025-04-24,1.2434756107657227e-06
2025-04-25,0.39999708138605616
2025-04-28,0.7999969833487514
2025-04-29,0.3999991929619312
2025-04-30,0.4000004305702124
2025-05-01,0.3999989418135558
2025-05-02,0.40000154733420573
2025-05-05,0.7999973077876367
2025-05-06,0.3999999987733961
2025-05-07,1.8560171123868064e-06
2025-05-08,0.40000072419701077
2025-05-09,0.40000135109125157
2025-05-12,1.199997414461797
2025-05-13,0.7999940942109918
2025-05-14,0.7999989025502469
2025-05-15,0.7999991387257288
2025-05-16,0.4000012071803007
2025-05-19,2.1196841417108116e-06
2025-05-20,1.5337027134431977e-06
2025-05-21,0.39999796394972964
2025-05-22,0.7999953191214577
2025-05-23,0.40000083529254515
2025-05-26,1.2446025851131012e-06
2025-05-27,0.39999699584036846
2025-05-28,0.40000045695689157
2025-05-29,0.39999877055378946
2025-05-30,0.40000219128805253
2025-06-02,1.5731989034279149e-06
2025-06-03,0.4000007328289206
2025-06-04,0.3999994922977041
2025-06-05,0.3999999085515511
2025-06-06,0.7999934860125101
